Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact
CUST_00102,29,Female,Professional,<$50K,5,Divorced,Master’s,North,620.4276598847666,6273.175683497442,122.19715101610807,31.889550211258342,31,No,Prepaid,0,1,Voice Plan,Night,42,4,UPI,Late by >5 Days,474.1981859830847,190,4,Moderate,3,Medium
CUST_00103,33,Male,Retired,<$50K,2,Married,High School,West,728.2920463195732,11780.42212274541,49.2911347680521,3.328275828646471,15,No,Corporate Plan,4,10,Voice Plan,Night,6,1,UPI,Late by >5 Days,262.3865812864045,217,9,Low,8,Low
CUST_00104,63,Female,Unemployed,<$50K,4,Divorced,Master’s,South,770.8081417291525,19360.856651475548,40.324010577466325,26.460343552549762,30,No,Family Plan,3,5,Voice Plan,Afternoon,231,9,Net Banking,On Time,475.45374743143003,176,0,Moderate,1,Medium
CUST_00105,54,Male,Unemployed,<$50K,5,Single,High School,North,568.5602352803344,11795.589857523943,104.0272863962521,58.4069581894655,40,No,Corporate Plan,1,9,Voice-Data Plan,Morning,313,9,Credit Card,Late by <5 Days,479.73242204779825,508,7,High,2,Low
CUST_00106,23,Female,Professional,<$50K,2,Single,Master’s,North,83.00426914055598,2810.55622053403,100.48788367523332,13.867820528124446,13,Yes,Postpaid,0,7,Voice Plan,Morning,193,3,Net Banking,Late by <5 Days,6.8802786615702605,951,7,Low,7,High
CUST_00107,45,Female,Professional,$50K–$100K,5,Divorced,Master’s,East,653.7929689964836,8917.416124619114,137.27485235681166,53.49823519704107,47,No,Corporate Plan,3,6,Voice Plan,Evening,189,1,UPI,Late by <5 Days,407.9275074794611,349,6,High,3,Low
CUST_00108,19,Male,Unemployed,$50K–$100K,1,Single,High School,East,760.178933240286,17990.856105308256,99.03122705412582,55.98582973857403,3,Yes,Postpaid,4,6,Data-Only Plan,Afternoon,218,6,UPI,Late by >5 Days,18.611658509082694,596,9,Moderate,0,High
CUST_00109,56,Female,Student,<$50K,4,Divorced,PhD,West,516.2131328602202,5071.633153872679,17.241709378124725,25.26634309086352,12,No,Postpaid,2,6,Voice-Data Plan,Evening,187,2,UPI,Late by >5 Days,364.82280449739727,177,3,High,3,High
CUST_00110,22,Female,Professional,<$50K,5,Divorced,Master’s,East,395.21139228475397,2362.0801624970522,125.35509481599647,1.7171367238918296,18,No,Corporate Plan,3,7,Data-Only Plan,Evening,75,6,Debit Card,Late by >5 Days,23.912176789687656,50,9,Moderate,2,High
CUST_00111,31,Female,Student,$50K–$100K,2,Divorced,PhD,South,968.9675577972513,3573.5738978028253,100.37322081102472,52.0360027935024,3,Yes,Postpaid,1,3,Voice-Data Plan,Afternoon,361,1,UPI,Late by >5 Days,226.33976961561376,883,2,High,8,High
CUST_00112,49,Female,Unemployed,$50K–$100K,5,Divorced,PhD,East,144.48516076815173,8525.610026966526,154.3021921963056,9.54212871055898,23,No,Family Plan,2,7,Voice Plan,Night,331,1,Credit Card,Late by <5 Days,497.7344372235126,854,2,Moderate,2,Low
CUST_00113,55,Male,Student,>$100K,4,Divorced,High School,South,759.8713913399923,6432.303411057903,148.2793690960629,59.219999478066214,39,No,Family Plan,2,8,Voice-Data Plan,Evening,259,0,Credit Card,Late by <5 Days,86.73110028237558,144,1,High,9,High
CUST_00114,46,Female,Professional,<$50K,3,Divorced,High School,North,57.17448425437674,17423.671620447734,185.4963648780271,13.292955925643257,22,No,Prepaid,2,6,Voice-Data Plan,Night,5,3,Credit Card,On Time,155.05953041484517,358,1,Low,5,Medium
CUST_00115,19,Male,Retired,<$50K,2,Married,High School,South,623.0718326366929,4124.946894365062,66.20082353591138,55.990419653111154,29,No,Postpaid,4,6,Voice-Data Plan,Afternoon,103,4,UPI,Late by <5 Days,388.6137228571146,741,7,High,7,Low
CUST_00116,32,Female,Student,>$100K,3,Single,PhD,South,493.7947756282195,8164.00407254783,141.82022468878583,10.086188732463768,28,No,Prepaid,2,6,Voice-Data Plan,Night,3,1,UPI,Late by <5 Days,165.07588116669385,118,1,High,1,Medium
CUST_00117,54,Male,Retired,>$100K,5,Married,PhD,East,77.93079037944081,5526.362195452724,177.1997990517516,45.88138090259082,40,Yes,Postpaid,2,5,Data-Only Plan,Night,286,0,Credit Card,On Time,344.5299240524908,757,5,Moderate,4,Medium
CUST_00118,43,Female,Retired,<$50K,2,Divorced,Master’s,South,175.61807008767852,4283.641639066284,157.02336932846637,8.341995805101003,8,No,Prepaid,3,1,Voice Plan,Night,164,6,Net Banking,Late by <5 Days,223.35611540662842,847,8,High,9,Low
CUST_00119,39,Female,Unemployed,$50K–$100K,3,Single,PhD,East,463.6441928824455,18500.142712906458,75.23095392800958,9.210304719666535,41,No,Prepaid,3,1,Data-Only Plan,Night,78,1,Credit Card,Late by >5 Days,157.46172085655024,342,9,High,1,Medium
CUST_00120,38,Female,Retired,$50K–$100K,4,Divorced,PhD,North,419.5347182468506,16204.485066130417,107.05510242570202,41.56486012628615,26,No,Prepaid,0,3,Data-Only Plan,Morning,205,2,Net Banking,Late by >5 Days,488.4922807939339,944,7,Moderate,6,Low
CUST_00121,29,Female,Student,$50K–$100K,5,Married,Master’s,North,439.66311028232707,11509.406876255664,111.32044745951988,22.49089304143722,27,No,Family Plan,3,3,Voice-Data Plan,Morning,59,3,UPI,Late by <5 Days,178.81275311024046,497,6,Moderate,6,Low
CUST_00122,40,Male,Retired,$50K–$100K,3,Divorced,Bachelor’s,East,700.6169654308703,17547.58835211195,193.6508544689148,46.843594419921885,17,Yes,Corporate Plan,1,10,Voice-Data Plan,Evening,316,9,Debit Card,Late by >5 Days,458.89092421868116,960,5,Low,6,Low
CUST_00123,34,Male,Professional,<$50K,4,Single,Master’s,South,765.7748897481977,1028.0026521887914,38.23582936193256,27.647371656509655,18,No,Prepaid,0,4,Voice-Data Plan,Night,221,4,Debit Card,Late by >5 Days,145.10215721842724,399,2,Low,5,Medium
CUST_00124,26,Male,Professional,<$50K,4,Married,Bachelor’s,North,145.01311781068475,6938.623283501603,43.95884176996755,48.96460012191533,9,Yes,Family Plan,0,9,Data-Only Plan,Evening,123,0,Credit Card,Late by <5 Days,52.16018684703022,955,7,Low,0,High
CUST_00125,45,Male,Professional,<$50K,2,Married,Bachelor’s,East,868.3870198372357,8542.440954377582,38.966609992962795,38.01947890454449,20,No,Prepaid,0,10,Voice-Data Plan,Evening,65,9,Net Banking,On Time,291.2899463014304,136,6,Moderate,5,Medium
CUST_00126,40,Female,Student,<$50K,3,Single,High School,South,410.651543855556,17410.450533674953,28.79339354961385,3.676142934081977,37,No,Prepaid,3,1,Data-Only Plan,Evening,30,7,Debit Card,Late by >5 Days,38.45103589023019,202,2,Moderate,1,Medium
CUST_00127,23,Female,Unemployed,$50K–$100K,5,Single,High School,East,591.9755503628035,8788.545794782578,41.14904854972823,58.4583133641033,9,Yes,Family Plan,3,2,Voice Plan,Evening,130,1,UPI,Late by >5 Days,330.09869727723367,771,8,Low,8,Low
CUST_00128,30,Male,Student,>$100K,4,Married,High School,West,76.38891048518198,11353.215836415511,24.08001352116453,11.172345205095967,24,No,Prepaid,2,7,Voice-Data Plan,Afternoon,47,3,Net Banking,On Time,164.1698301986082,254,9,Low,2,Low
CUST_00129,42,Male,Student,<$50K,3,Married,High School,East,942.6776278357066,5399.3888867067135,6.561356270542708,15.573320427288765,10,Yes,Corporate Plan,2,4,Voice Plan,Night,286,1,UPI,Late by <5 Days,240.756149889582,386,7,Moderate,4,Low
CUST_00130,42,Male,Unemployed,$50K–$100K,4,Single,Bachelor’s,West,558.5907307498885,11817.416283239107,145.63264839688685,31.690709551685206,16,No,Postpaid,3,1,Voice-Data Plan,Evening,10,7,UPI,On Time,228.46599861735112,388,8,Low,6,High
CUST_00131,56,Female,Student,<$50K,3,Married,PhD,East,206.51648804046533,18741.256405859025,67.27086647180863,54.31160604074075,16,No,Family Plan,2,4,Data-Only Plan,Evening,223,2,UPI,On Time,51.336639334217004,402,6,Low,8,Medium
CUST_00132,63,Female,Retired,<$50K,3,Divorced,PhD,East,445.06938941978785,10662.876179184159,97.88527504086979,59.67872660320957,43,No,Postpaid,1,2,Voice Plan,Morning,178,5,Debit Card,Late by >5 Days,468.6449673829805,34,1,Low,6,Low
CUST_00133,30,Female,Retired,$50K–$100K,2,Married,Master’s,West,318.3794969526432,17841.40084071567,149.02911122021223,4.606839829802475,34,No,Prepaid,0,3,Data-Only Plan,Evening,158,1,Net Banking,Late by >5 Days,478.6395723375546,179,3,Moderate,8,Medium
CUST_00134,38,Female,Professional,<$50K,5,Divorced,Bachelor’s,South,805.8409197106682,17685.276315464922,62.873746089422895,16.701848742770046,34,No,Prepaid,1,4,Data-Only Plan,Morning,299,9,Debit Card,On Time,214.1031122438611,558,1,Moderate,6,High
CUST_00135,31,Female,Professional,$50K–$100K,5,Married,Master’s,South,245.78542174271834,4998.600955638207,30.163571088590828,2.381401071214301,15,No,Postpaid,3,3,Data-Only Plan,Afternoon,105,3,Net Banking,Late by >5 Days,64.73127486296704,402,6,Moderate,9,High
CUST_00136,56,Male,Unemployed,<$50K,2,Married,Master’s,North,62.56659147445871,18262.498469727463,169.68708632999127,16.846027821723304,40,No,Corporate Plan,4,5,Voice Plan,Morning,214,9,UPI,Late by <5 Days,40.649421515319695,851,1,High,0,High
CUST_00137,25,Male,Retired,$50K–$100K,1,Married,High School,North,385.1604196012857,2992.4428263818736,20.977557137933484,14.999522432933674,23,Yes,Postpaid,4,4,Voice Plan,Morning,32,5,Debit Card,Late by <5 Days,36.16437123467758,855,8,Low,0,High
CUST_00138,56,Male,Professional,$50K–$100K,2,Married,Bachelor’s,South,637.3093277176005,1651.173502180271,96.9738693208205,55.592788188520686,3,No,Postpaid,3,6,Voice-Data Plan,Evening,149,8,UPI,Late by <5 Days,483.60033632921716,652,7,Moderate,5,Medium
CUST_00139,37,Female,Unemployed,$50K–$100K,2,Married,High School,North,382.09519943612105,5526.131119859577,74.52964797537167,44.017192273327886,9,No,Family Plan,2,8,Data-Only Plan,Evening,305,2,Net Banking,On Time,309.5470155863902,998,1,Low,8,Low
CUST_00140,48,Male,Student,$50K–$100K,1,Single,Master’s,West,178.1666393054995,5913.919067263483,86.70339169450821,57.85916943466403,38,No,Prepaid,0,4,Data-Only Plan,Evening,177,4,Net Banking,Late by >5 Days,451.95559131128334,737,6,Moderate,4,High
CUST_00141,47,Female,Retired,<$50K,5,Married,Bachelor’s,North,92.2131198360047,15342.503077243427,55.27049216798026,10.006011611172948,14,Yes,Postpaid,3,8,Voice Plan,Morning,358,7,UPI,Late by <5 Days,438.2150136583284,23,9,High,4,High
CUST_00142,32,Male,Student,<$50K,1,Divorced,PhD,West,875.0447629456987,15699.544732674085,95.60485242115514,56.05674146514713,29,Yes,Corporate Plan,1,8,Voice Plan,Morning,93,8,Credit Card,Late by >5 Days,260.07565009654786,403,2,High,4,Low
CUST_00143,38,Female,Professional,<$50K,1,Divorced,PhD,West,305.00078614969743,3596.3798140365443,66.78173106182635,5.014878292944275,18,Yes,Corporate Plan,1,5,Voice-Data Plan,Evening,43,5,UPI,Late by >5 Days,47.8264195541877,205,7,Low,5,Low
CUST_00144,40,Female,Unemployed,<$50K,5,Married,High School,South,301.6397606656311,14931.10562350691,64.62833115131819,50.865666080769245,43,No,Prepaid,4,10,Voice Plan,Evening,142,1,UPI,Late by <5 Days,228.2317492748668,175,7,Moderate,8,Low
CUST_00145,27,Female,Unemployed,<$50K,5,Divorced,High School,West,388.1595208349276,4439.535022060547,37.980785599355734,2.9538826542353327,15,No,Prepaid,2,10,Voice Plan,Morning,268,9,Net Banking,On Time,137.34870175353407,727,9,Moderate,3,Low
CUST_00146,47,Female,Retired,$50K–$100K,5,Single,Bachelor’s,West,786.8252622445553,2856.2683661977776,51.19868595169948,40.48402583529246,29,No,Postpaid,2,4,Voice Plan,Evening,119,4,Debit Card,Late by <5 Days,378.52254707736023,564,2,High,1,Medium
CUST_00147,60,Female,Unemployed,<$50K,3,Married,High School,West,865.5033557367916,5274.313338710771,128.32645231412496,6.304851601772843,44,No,Family Plan,4,7,Data-Only Plan,Evening,291,2,Debit Card,Late by <5 Days,133.39369868377926,70,2,Low,3,High
CUST_00148,35,Male,Retired,<$50K,4,Single,Master’s,South,990.7859147188972,16526.23635035604,99.44156071245462,8.395232026842084,28,No,Corporate Plan,4,2,Voice-Data Plan,Morning,284,3,UPI,On Time,34.02042451163617,531,3,Moderate,8,High
CUST_00149,46,Female,Unemployed,$50K–$100K,1,Married,High School,West,992.9453042657204,1622.8156495664766,185.75700711061918,40.92038617220245,12,No,Family Plan,4,7,Data-Only Plan,Night,321,8,Net Banking,Late by >5 Days,255.51400427632183,882,4,Low,7,Medium
CUST_00150,51,Female,Student,<$50K,1,Single,High School,South,793.3261470060303,2654.65778528352,11.479265542258746,12.82149761310662,23,No,Postpaid,1,9,Voice-Data Plan,Morning,142,4,Debit Card,On Time,344.9692936435847,958,5,High,4,Low
CUST_00151,48,Male,Unemployed,$50K–$100K,3,Married,PhD,West,425.54728437921403,3449.948916979949,149.34905522009967,55.82127924724416,45,No,Prepaid,3,7,Voice-Data Plan,Afternoon,105,1,UPI,Late by >5 Days,474.76897812465955,223,9,Low,3,Medium
CUST_00152,42,Male,Unemployed,<$50K,5,Divorced,Bachelor’s,North,794.9487653153153,5810.366145599329,2.7885859542319866,27.178676942087833,4,No,Postpaid,1,9,Data-Only Plan,Afternoon,177,8,Debit Card,On Time,353.4456147316516,962,6,Low,6,Medium
CUST_00153,39,Female,Retired,<$50K,3,Married,Master’s,West,393.3210012642578,6204.154068606814,119.04195986993295,53.605083731334275,25,No,Family Plan,0,10,Voice-Data Plan,Evening,254,8,Debit Card,Late by <5 Days,32.8790230164015,843,4,High,6,Low
CUST_00154,52,Female,Unemployed,<$50K,4,Married,High School,West,658.421808480831,13324.376978163922,96.17211463181201,4.194400052104546,11,Yes,Postpaid,4,5,Voice Plan,Night,62,2,Credit Card,Late by <5 Days,441.7026502606067,93,2,High,9,High
CUST_00155,47,Female,Student,<$50K,5,Single,PhD,East,905.8611893298869,14078.993996513276,190.6282583711576,17.05607437035091,25,No,Postpaid,1,6,Voice-Data Plan,Afternoon,67,0,Credit Card,On Time,445.17510106331383,138,1,High,6,Low
CUST_00156,57,Female,Professional,<$50K,1,Divorced,Bachelor’s,South,150.93316961347728,12959.845507709715,130.78331448700294,26.3294442778674,11,No,Prepaid,0,6,Voice-Data Plan,Evening,119,5,Debit Card,Late by >5 Days,245.21715861549748,231,6,Moderate,0,Low
CUST_00157,27,Male,Unemployed,<$50K,5,Single,Master’s,East,472.9474096834428,2185.7493625368534,59.91890998452237,14.140802421141215,25,No,Postpaid,1,4,Voice Plan,Evening,56,2,Credit Card,On Time,364.2347616793974,322,8,High,3,High
CUST_00158,48,Male,Student,$50K–$100K,5,Divorced,Bachelor’s,North,208.53598709136506,3500.5562132959535,161.11769893405983,40.2707733087127,18,No,Postpaid,3,9,Data-Only Plan,Night,96,0,UPI,Late by >5 Days,132.71556048884094,952,4,Low,9,Medium
CUST_00159,61,Female,Retired,<$50K,1,Divorced,Master’s,North,96.92356417328381,7787.047590159232,74.19143375563517,56.354600355339876,42,Yes,Prepaid,3,7,Voice Plan,Afternoon,149,2,Net Banking,Late by <5 Days,126.62358494110532,397,4,Moderate,1,High
CUST_00160,48,Female,Student,<$50K,2,Single,PhD,North,853.2009554105812,3508.746369515805,41.269257166854025,23.720737753172557,16,No,Family Plan,4,9,Voice-Data Plan,Morning,92,8,Credit Card,On Time,147.56037251459819,315,7,Low,9,Low
CUST_00161,34,Female,Professional,$50K–$100K,3,Married,High School,South,825.8994898970844,12765.120982503393,31.188510601378635,27.993523989361943,47,No,Corporate Plan,3,2,Voice Plan,Afternoon,21,1,Debit Card,Late by >5 Days,256.59375068502425,771,0,Moderate,6,High
CUST_00162,59,Male,Student,<$50K,3,Married,High School,East,374.88813989664186,8350.421262935724,12.200450672868467,5.658944915254412,26,No,Corporate Plan,3,8,Voice Plan,Morning,159,7,Net Banking,On Time,356.13692229042186,497,5,Low,1,Medium
CUST_00163,34,Female,Professional,$50K–$100K,4,Single,Master’s,West,152.2625023366666,9544.541293203301,79.79172586992752,9.747973090957233,38,No,Corporate Plan,1,10,Data-Only Plan,Morning,323,7,Net Banking,Late by >5 Days,374.08493538251287,289,0,Low,3,Low
CUST_00164,35,Male,Student,$50K–$100K,3,Married,Master’s,South,687.7477217327792,9730.125350632985,38.170987377865984,43.8522461084136,37,No,Corporate Plan,3,8,Voice-Data Plan,Afternoon,7,3,Credit Card,On Time,433.75484396691587,167,5,Low,4,Medium
CUST_00165,32,Female,Unemployed,$50K–$100K,1,Single,Master’s,East,118.38508666939067,16913.99345573612,18.585626196532417,18.89078616312244,6,No,Prepaid,0,2,Voice Plan,Afternoon,231,2,Net Banking,On Time,414.8719282416443,773,7,Moderate,7,Low
CUST_00166,44,Male,Student,$50K–$100K,4,Divorced,Bachelor’s,East,713.0342362278469,9088.01237436908,161.03740594840457,28.910925217634762,34,No,Postpaid,2,5,Voice Plan,Night,183,0,UPI,On Time,167.46944523073566,263,0,Moderate,2,Medium
CUST_00167,46,Male,Student,$50K–$100K,5,Married,Bachelor’s,North,858.2584311778738,16242.016265175305,46.88303051876812,18.853543775309273,20,No,Corporate Plan,2,1,Data-Only Plan,Evening,160,7,Debit Card,Late by <5 Days,40.58954447143592,502,1,Moderate,8,Low
CUST_00168,46,Male,Retired,<$50K,4,Divorced,Master’s,South,50.491143883335596,10488.049924287006,48.32217990345182,25.062309754737917,36,Yes,Family Plan,4,6,Data-Only Plan,Night,348,6,Debit Card,On Time,376.2535249225726,693,3,Moderate,7,Low
CUST_00169,32,Female,Retired,<$50K,2,Divorced,Master’s,West,141.53704151945982,6674.7991613857575,151.9655739974668,4.068744426754526,17,No,Prepaid,1,5,Voice-Data Plan,Night,39,1,Credit Card,Late by <5 Days,481.2935974028116,714,6,High,6,Medium
CUST_00170,23,Female,Unemployed,$50K–$100K,1,Divorced,Bachelor’s,East,896.6883651591613,2542.390264482282,87.17440698238954,46.682978432813684,3,No,Corporate Plan,2,5,Data-Only Plan,Evening,346,7,UPI,Late by >5 Days,368.81844656367537,304,8,High,4,High
CUST_00171,33,Female,Professional,$50K–$100K,5,Married,High School,North,634.4251745646254,17822.124188958896,16.184928929855023,54.942089551958205,28,No,Corporate Plan,2,1,Voice Plan,Evening,335,3,Debit Card,On Time,498.3494652322579,924,8,Moderate,1,Low
CUST_00172,59,Female,Professional,<$50K,2,Married,PhD,East,344.18634672631686,11433.26053962108,33.40043628636455,28.896220098289184,37,No,Prepaid,4,10,Voice-Data Plan,Night,259,4,Net Banking,Late by >5 Days,498.0779488574544,528,2,Moderate,6,High
CUST_00173,27,Female,Retired,<$50K,4,Married,Bachelor’s,East,107.72386228094318,2165.5150883949373,90.22263200071954,49.506172170216686,17,No,Family Plan,1,2,Data-Only Plan,Night,260,9,Debit Card,Late by >5 Days,92.14456040349906,485,2,Moderate,8,High
CUST_00174,54,Female,Student,<$50K,4,Divorced,Master’s,West,631.0504302628735,19455.22680693736,167.9162690934863,38.38925510865806,7,Yes,Family Plan,3,9,Voice-Data Plan,Night,142,1,Debit Card,On Time,176.52930902686293,104,1,Low,3,Low
CUST_00175,48,Female,Retired,$50K–$100K,1,Married,PhD,West,154.680937427833,3470.107482223899,143.48166331356074,5.420729454396762,29,Yes,Corporate Plan,1,2,Voice Plan,Afternoon,182,7,Credit Card,Late by <5 Days,35.856393741847626,170,7,Moderate,2,Low
CUST_00176,30,Male,Retired,<$50K,1,Single,PhD,North,554.5865232899714,15014.159297107515,70.68569147769855,59.64276785818832,22,No,Family Plan,3,8,Voice-Data Plan,Afternoon,125,2,UPI,On Time,209.9811556907043,339,4,Moderate,7,Medium
CUST_00177,52,Male,Professional,<$50K,2,Divorced,High School,East,347.00818096617945,4872.504354012253,21.29876265274426,43.79167045102179,21,No,Postpaid,4,9,Voice Plan,Morning,167,3,Credit Card,Late by <5 Days,409.16749767985596,773,0,High,8,Low
CUST_00178,28,Male,Professional,$50K–$100K,5,Married,High School,East,947.7706025113498,12029.588875211035,103.74901579598159,54.27462035491254,4,No,Postpaid,0,4,Voice Plan,Evening,239,1,Debit Card,Late by >5 Days,240.75393808383006,643,8,Low,4,Medium
CUST_00179,22,Female,Unemployed,<$50K,2,Divorced,Bachelor’s,North,511.1236798045763,13482.523803462751,29.594482890461027,39.98203309534815,27,Yes,Corporate Plan,4,2,Voice Plan,Morning,9,8,UPI,Late by <5 Days,272.1689331570276,457,9,Low,3,Medium
CUST_00180,59,Female,Retired,$50K–$100K,4,Single,Master’s,South,907.4506224844165,11146.439314173278,12.742135907178158,29.31600085833052,9,No,Corporate Plan,3,9,Voice-Data Plan,Night,210,0,Credit Card,Late by >5 Days,459.5994385752828,366,4,High,8,Medium
CUST_00181,23,Female,Professional,<$50K,3,Single,High School,North,623.6976038396663,10315.377033312476,32.92066526380505,53.998317820887905,19,Yes,Prepaid,2,8,Voice Plan,Evening,225,8,Credit Card,Late by <5 Days,275.64398512521444,301,4,Low,0,High
CUST_00182,29,Female,Retired,<$50K,2,Married,High School,South,460.5196224994584,11906.098412332092,175.0173216474326,29.130469087586384,19,No,Prepaid,4,5,Data-Only Plan,Night,182,3,UPI,Late by <5 Days,63.00410631124498,841,7,Low,6,Low
CUST_00183,41,Male,Retired,<$50K,2,Divorced,High School,North,760.7107148228201,5394.265021332383,135.00303776365283,32.69814604111903,2,No,Corporate Plan,4,8,Data-Only Plan,Morning,239,5,Net Banking,Late by <5 Days,286.67210869749783,162,6,Low,9,Low
CUST_00184,44,Male,Professional,<$50K,5,Divorced,Master’s,East,354.5559398729086,9430.630374781465,169.71038577997285,49.030899575475786,1,No,Corporate Plan,3,4,Data-Only Plan,Evening,297,8,Debit Card,On Time,264.5833691454242,784,5,High,9,Medium
CUST_00185,40,Female,Unemployed,<$50K,5,Single,High School,South,771.0676725004141,3741.4071996457637,163.55770240613708,44.43313755652124,21,Yes,Family Plan,4,7,Voice Plan,Afternoon,334,1,UPI,Late by <5 Days,230.21401391695446,50,5,High,1,Low
CUST_00186,49,Female,Student,<$50K,5,Single,High School,North,529.6998595181574,12921.425665408695,167.64433429899216,49.58894760589247,29,No,Prepaid,0,6,Data-Only Plan,Evening,122,3,UPI,Late by <5 Days,125.56399540016183,827,6,Low,3,Low
CUST_00187,21,Female,Student,$50K–$100K,1,Divorced,PhD,West,596.2501817969854,13436.867193597913,104.01126531497817,10.008755982696286,48,No,Postpaid,4,3,Data-Only Plan,Night,188,0,Credit Card,Late by <5 Days,35.71979699787492,41,9,Moderate,2,Low
CUST_00188,53,Male,Unemployed,<$50K,5,Single,Bachelor’s,North,403.14599822429136,9486.863279966074,199.63755342887356,55.945397982743714,9,No,Postpaid,3,1,Data-Only Plan,Morning,282,4,UPI,Late by <5 Days,365.50643308524116,213,9,Moderate,6,Low
CUST_00189,34,Male,Student,$50K–$100K,2,Single,Bachelor’s,South,432.84974240148415,9198.188182173575,80.88597170662632,13.952382189449326,35,No,Family Plan,0,9,Voice-Data Plan,Afternoon,317,0,UPI,Late by >5 Days,65.45670797829433,334,9,High,3,Medium
CUST_00190,53,Female,Retired,<$50K,2,Married,PhD,North,245.1917880298574,17770.091216452463,41.38221153607071,39.13103072985961,14,No,Family Plan,1,8,Voice Plan,Night,150,4,Debit Card,On Time,253.15165235193632,589,8,High,0,Low
CUST_00191,36,Female,Student,<$50K,3,Single,PhD,North,336.79494046157765,17690.590827959775,168.32328414731768,19.36106185825266,45,No,Prepaid,4,8,Voice-Data Plan,Afternoon,269,7,UPI,Late by <5 Days,211.53150071941863,569,7,Moderate,8,Medium
CUST_00192,62,Female,Professional,>$100K,2,Married,Bachelor’s,East,677.0977397764634,1367.3189963043883,48.0397290565447,4.478118555748627,31,No,Postpaid,3,7,Voice-Data Plan,Evening,158,3,Net Banking,Late by <5 Days,80.42605148361709,239,7,Low,4,Low
CUST_00193,49,Female,Professional,<$50K,4,Single,High School,East,630.3467267850056,16576.429274072776,150.02024065272215,38.84465319282086,20,No,Corporate Plan,4,2,Voice Plan,Evening,280,8,Net Banking,Late by >5 Days,373.8484536681715,968,0,Low,4,High
CUST_00194,31,Male,Student,<$50K,1,Divorced,Master’s,East,816.9630260190311,19036.06958234795,72.80104148442446,28.775750416525444,44,No,Family Plan,1,10,Voice Plan,Morning,136,9,Net Banking,Late by >5 Days,31.92934835059652,252,8,Low,2,Low
CUST_00195,50,Male,Retired,<$50K,2,Married,High School,West,868.4352112005274,19919.79152271856,1.4303866689472797,16.613971555647083,4,No,Prepaid,3,3,Data-Only Plan,Morning,294,7,UPI,On Time,27.286336224855212,223,3,High,5,Medium
CUST_00196,56,Female,Unemployed,<$50K,1,Divorced,PhD,East,723.6476792433425,15936.335710917978,158.3152594199736,51.3958464335838,9,No,Corporate Plan,1,4,Voice-Data Plan,Morning,284,3,UPI,Late by <5 Days,360.6703533870861,964,6,Moderate,5,Medium
CUST_00197,34,Female,Retired,<$50K,2,Divorced,Bachelor’s,East,479.8575633530365,6944.171794870973,128.3906054717401,6.494976826628349,22,No,Postpaid,0,6,Voice-Data Plan,Afternoon,83,8,Credit Card,Late by >5 Days,155.58884762639573,487,0,Low,6,Medium
CUST_00198,32,Male,Professional,<$50K,5,Divorced,Bachelor’s,West,368.559888236036,15421.49100627547,82.34322234158905,34.95287776680963,11,No,Postpaid,4,10,Data-Only Plan,Morning,167,1,Credit Card,Late by >5 Days,280.38918927904155,793,1,High,8,High
CUST_00199,31,Female,Student,<$50K,2,Divorced,Master’s,East,418.3934801902235,4793.751301233719,124.66426601835116,2.5018512720620967,22,No,Prepaid,1,3,Data-Only Plan,Evening,268,2,Net Banking,Late by <5 Days,146.5112704447904,213,7,High,1,Medium
CUST_00200,52,Female,Retired,$50K–$100K,5,Single,Master’s,South,155.4555239182007,16991.832439155936,60.37225473464202,43.547743807536385,21,No,Prepaid,0,7,Data-Only Plan,Evening,163,8,UPI,Late by <5 Days,244.71081248235706,279,3,High,9,Low
CUST_00201,55,Female,Retired,<$50K,5,Single,PhD,East,584.5370245823153,16442.896942787083,177.15175213998856,12.77259387524463,32,Yes,Postpaid,0,10,Data-Only Plan,Night,328,9,Credit Card,Late by <5 Days,65.49083589897991,628,4,Moderate,4,Medium
CUST_00202,42,Female,Student,$50K–$100K,4,Single,High School,West,825.2708920953432,1939.7926087006822,161.110938350582,24.4953005719776,32,No,Prepaid,1,7,Voice-Data Plan,Evening,251,2,UPI,Late by <5 Days,81.46399475977462,406,8,Moderate,5,Low
CUST_00203,56,Female,Student,$50K–$100K,2,Married,PhD,North,988.082172745865,9319.584583476784,42.428704962192626,9.32601399909643,39,No,Prepaid,3,4,Voice Plan,Evening,34,9,UPI,On Time,86.44913615161248,101,3,Low,0,High
CUST_00204,63,Male,Student,<$50K,2,Divorced,Bachelor’s,North,747.8280564491008,8820.893518241159,76.28319654508451,16.99681817656517,30,No,Corporate Plan,2,4,Data-Only Plan,Evening,226,8,Credit Card,Late by >5 Days,255.16100173700195,642,2,High,2,High
CUST_00205,31,Male,Unemployed,$50K–$100K,3,Divorced,High School,South,364.9004669003487,15060.25659974314,30.693800127901714,23.597805094467116,21,No,Family Plan,1,3,Voice-Data Plan,Morning,262,5,UPI,Late by <5 Days,272.1677964062271,528,0,High,3,Low
