Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact,Segment
CUST_00098,41,Male,Retired,>$100K,1,Single,Master’s,South,476.3729634592757,19034.813170436937,47.76386122940363,17.086388191436594,18,No,Postpaid,0,7,Data-Only Plan,Afternoon,1,7,Debit Card,Late by >5 Days,98.46674372043512,368,6,High,1,Medium,Low-Value
CUST_00099,18,Male,Unemployed,<$50K,1,Divorced,Master’s,East,201.07375355324825,16823.806135512437,166.2000456165857,44.1621650541069,17,No,Corporate Plan,2,1,Voice-Data Plan,Evening,105,4,UPI,Late by >5 Days,388.6477879195368,500,0,Moderate,6,Medium,Low-Value
CUST_00100,61,Female,Unemployed,<$50K,5,Married,Bachelor’s,West,221.1859664217405,7886.195129700753,189.7020560202258,22.955092699260224,9,No,Family Plan,0,9,Voice Plan,Morning,363,7,Net Banking,On Time,416.04736804155743,621,6,High,5,Low,Low-Value
CUST_00101,25,Female,Student,<$50K,5,Single,Master’s,North,143.32324257962648,17409.187004635703,61.615868799063904,31.791175361318647,14,Yes,Prepaid,0,7,Data-Only Plan,Afternoon,71,9,Debit Card,Late by <5 Days,180.6331942029948,369,3,Low,4,Medium,Low-Value
CUST_00102,41,Female,Student,$50K–$100K,2,Married,High School,West,813.3422030131876,3091.2023998211894,53.6386449937788,5.010424689344818,49,Yes,Corporate Plan,2,10,Data-Only Plan,Night,125,7,Net Banking,Late by >5 Days,106.6815340164856,578,4,High,3,Medium,Mid-Value
CUST_00103,28,Non-Binary,Professional,$50K–$100K,5,Divorced,High School,East,165.9289696057562,18575.89633151728,56.69863779703896,11.692308101932865,29,No,Prepaid,4,9,Voice Plan,Night,169,2,Credit Card,Late by <5 Days,192.52533960180835,381,7,High,0,Low,Low-Value
CUST_00104,34,Male,Unemployed,<$50K,2,Single,Bachelor’s,North,168.8689942846596,13001.226786574942,56.26609838281792,57.47462084763484,31,No,Prepaid,4,7,Data-Only Plan,Morning,204,1,UPI,On Time,369.80398450006857,85,3,Low,1,Medium,Low-Value
CUST_00105,25,Male,Professional,<$50K,4,Married,PhD,North,857.9480340227958,2033.4242219239125,8.150106255008625,53.518145153367925,4,Yes,Corporate Plan,2,2,Voice-Data Plan,Afternoon,312,8,Net Banking,On Time,208.81950293435136,786,3,Moderate,6,Low,Mid-Value
CUST_00106,52,Female,Student,$50K–$100K,1,Divorced,High School,South,377.37388022518167,13240.87774936542,185.4563529198905,39.48423154304396,18,No,Corporate Plan,3,6,Voice Plan,Night,336,1,UPI,Late by >5 Days,368.32593761239394,738,7,Moderate,9,Low,Low-Value
CUST_00107,52,Male,Professional,$50K–$100K,4,Married,PhD,North,79.31500909266883,19510.705428750367,43.52593017249535,28.119031245758507,20,No,Corporate Plan,0,10,Data-Only Plan,Evening,194,8,Debit Card,Late by <5 Days,56.78227048876883,459,4,High,2,Medium,Low-Value
CUST_00108,50,Non-Binary,Student,<$50K,5,Divorced,Bachelor’s,North,99.30053454249034,2326.2124376779493,84.58081074219959,40.8699162808182,47,Yes,Corporate Plan,0,4,Data-Only Plan,Afternoon,157,3,Credit Card,Late by >5 Days,403.0058552442422,949,5,Low,4,High,Mid-Value
CUST_00109,22,Male,Unemployed,>$100K,4,Divorced,PhD,West,185.0619243687008,11539.06648582164,2.92768966545258,37.4980070565424,43,No,Corporate Plan,2,3,Voice Plan,Afternoon,140,1,UPI,On Time,126.6037408211787,324,4,Moderate,7,Medium,Low-Value
CUST_00110,59,Non-Binary,Retired,<$50K,4,Single,PhD,East,252.72368057690505,15208.092645428076,171.7330630920964,34.54458308067211,44,No,Prepaid,2,2,Voice Plan,Night,274,9,Debit Card,Late by <5 Days,124.46449385729686,521,0,Moderate,7,High,Low-Value
CUST_00111,56,Male,Unemployed,<$50K,4,Divorced,PhD,South,681.8888845264851,16394.913147291096,146.50031154652854,4.491447239948967,9,No,Postpaid,3,6,Voice Plan,Evening,6,0,Net Banking,Late by >5 Days,295.1904826019304,488,6,Moderate,5,Low,High-Value
CUST_00112,58,Female,Professional,>$100K,5,Married,PhD,West,199.45996600173683,8862.72184109512,189.40445099956693,38.335354029028906,13,No,Postpaid,4,8,Voice Plan,Evening,53,3,Credit Card,Late by >5 Days,35.059022873494825,928,5,High,4,High,Low-Value
CUST_00113,45,Female,Professional,<$50K,4,Divorced,Bachelor’s,North,162.9306716182184,4879.164624196617,156.54148036008343,46.36628262969894,15,No,Corporate Plan,1,6,Voice-Data Plan,Evening,103,8,Credit Card,Late by >5 Days,13.148863342334282,396,1,Low,1,Medium,Mid-Value
CUST_00114,24,Non-Binary,Unemployed,$50K–$100K,2,Divorced,High School,North,776.4831844024652,1804.5032966752929,63.42759589836098,59.65081762408896,27,Yes,Prepaid,4,9,Voice Plan,Afternoon,341,8,Net Banking,On Time,130.51433264672465,895,6,High,8,Medium,Mid-Value
CUST_00115,26,Male,Unemployed,<$50K,5,Single,Master’s,South,687.5025196669187,12014.79698484727,50.32679838695631,1.6536346030642708,15,No,Postpaid,0,5,Voice-Data Plan,Morning,337,3,Net Banking,Late by >5 Days,269.0337753674113,354,5,Moderate,0,High,High-Value
CUST_00116,25,Female,Student,<$50K,4,Divorced,PhD,East,463.5580103824744,9605.310335084603,139.8455452031053,44.08023374532992,28,No,Postpaid,2,2,Voice-Data Plan,Afternoon,60,8,Credit Card,Late by <5 Days,453.8081931126136,946,4,Low,1,Medium,Mid-Value
CUST_00117,29,Non-Binary,Professional,>$100K,5,Divorced,High School,South,571.8442829060988,19026.14350784451,73.45844222708939,34.73556964022285,37,No,Postpaid,3,8,Voice Plan,Afternoon,86,5,UPI,Late by >5 Days,423.2175881536535,287,7,High,0,High,High-Value
CUST_00118,51,Female,Professional,<$50K,3,Married,High School,West,346.38481931009755,2151.493246583286,113.6767881347707,26.60907838877645,19,Yes,Prepaid,4,9,Voice-Data Plan,Night,257,0,Credit Card,On Time,245.2232299604877,458,4,Moderate,3,Low,Mid-Value
CUST_00119,50,Female,Unemployed,$50K–$100K,2,Single,Bachelor’s,South,508.37539922359264,14022.511525474109,2.245236734267576,8.52664029971088,26,Yes,Corporate Plan,3,10,Voice Plan,Morning,177,9,Net Banking,Late by >5 Days,18.525996846746384,623,1,Moderate,3,High,Low-Value
CUST_00120,40,Female,Retired,<$50K,4,Single,High School,North,531.3390165336085,1474.3582202810862,13.315254634414574,25.136023769457697,26,Yes,Corporate Plan,4,4,Voice Plan,Evening,241,5,UPI,On Time,267.62636731465454,997,5,High,4,High,Mid-Value
CUST_00121,41,Male,Professional,<$50K,3,Single,Bachelor’s,West,417.8754076191912,4257.249357500312,107.5382202951486,21.90825379618198,25,Yes,Corporate Plan,0,6,Data-Only Plan,Night,202,8,Debit Card,On Time,352.3977999626477,535,0,Moderate,4,High,Mid-Value
CUST_00122,54,Female,Retired,<$50K,3,Divorced,PhD,North,911.2436001385546,9618.00099853385,113.64825764318483,18.86696344974579,26,No,Family Plan,1,10,Voice Plan,Afternoon,30,1,Credit Card,Late by <5 Days,169.58226626251687,290,4,Moderate,7,High,High-Value
CUST_00123,52,Female,Unemployed,$50K–$100K,5,Single,PhD,East,65.25877173195585,9642.576413254495,150.5391359474094,44.12189777601025,26,No,Family Plan,3,8,Data-Only Plan,Morning,288,5,Net Banking,Late by <5 Days,55.53165164082735,850,5,Low,2,Low,Low-Value
CUST_00124,61,Female,Unemployed,<$50K,3,Divorced,Master’s,North,793.0626999366839,14028.310315739234,27.261098605168385,42.342805755771565,46,No,Family Plan,3,9,Voice-Data Plan,Evening,79,1,Debit Card,Late by >5 Days,139.2839766028297,837,6,Moderate,5,Low,High-Value
CUST_00125,57,Male,Student,$50K–$100K,2,Divorced,Master’s,North,168.16368967925808,18294.047662487377,103.12343366759896,35.752185367873786,28,No,Prepaid,1,5,Data-Only Plan,Evening,10,3,Credit Card,On Time,385.79443223390695,167,1,High,2,Low,Low-Value
CUST_00126,39,Male,Professional,<$50K,2,Married,Master’s,South,807.6699925103395,13141.611019383496,39.69508124190603,56.38122398430896,49,No,Postpaid,3,6,Voice-Data Plan,Afternoon,253,7,Credit Card,On Time,175.62191614166417,949,0,Low,1,High,High-Value
CUST_00127,44,Female,Retired,>$100K,1,Married,High School,North,635.1163198928851,19117.166859178666,19.546027792976243,21.64140866667041,18,Yes,Postpaid,3,4,Voice Plan,Evening,286,6,UPI,Late by <5 Days,405.9907453428551,620,5,High,7,Low,High-Value
CUST_00128,52,Female,Student,<$50K,2,Married,PhD,West,851.1141863895823,17750.697157681956,82.68866301805036,15.384314324900592,32,No,Prepaid,4,5,Voice-Data Plan,Evening,175,8,Net Banking,Late by <5 Days,159.76072590373792,427,2,Moderate,0,Medium,High-Value
CUST_00129,18,Male,Professional,$50K–$100K,3,Married,Bachelor’s,West,142.6386093588526,12105.496115085014,33.50399296972239,39.698295472805576,3,No,Prepaid,4,7,Voice-Data Plan,Morning,125,6,Debit Card,Late by >5 Days,81.77751920690906,701,4,Low,8,Low,Low-Value
CUST_00130,52,Female,Student,$50K–$100K,2,Married,Master’s,East,581.0316023947853,16842.04706745772,45.1346136602714,12.730029595306776,2,No,Corporate Plan,1,9,Voice Plan,Night,46,0,Credit Card,On Time,217.9241797568041,489,1,Low,6,High,Low-Value
CUST_00131,54,Male,Unemployed,$50K–$100K,5,Divorced,Bachelor’s,West,526.0334862490872,13208.974596149046,64.19336139403086,19.58561992382205,33,No,Corporate Plan,0,10,Voice-Data Plan,Morning,205,1,UPI,Late by <5 Days,226.13725614456948,354,0,Low,9,Medium,Low-Value
CUST_00132,64,Male,Professional,$50K–$100K,1,Divorced,Bachelor’s,South,720.8835238151908,2492.598787550816,52.61829174789605,14.251543964418206,42,No,Family Plan,3,6,Voice Plan,Night,106,5,Debit Card,Late by >5 Days,8.054109274668486,195,0,Low,3,High,Mid-Value
CUST_00133,31,Male,Student,$50K–$100K,3,Single,Master’s,East,557.576024298992,15070.729741930689,18.43066818378333,5.080060495391573,19,No,Family Plan,0,6,Data-Only Plan,Night,274,6,Debit Card,On Time,58.52253635316307,544,3,High,2,Medium,Low-Value
CUST_00134,20,Male,Student,$50K–$100K,1,Divorced,PhD,West,563.697838776449,2803.260384079578,18.893332727080757,49.82242575650473,17,No,Prepaid,1,8,Voice Plan,Night,336,2,Credit Card,On Time,92.46300938640871,716,9,Moderate,5,High,Mid-Value
CUST_00135,18,Female,Retired,<$50K,3,Divorced,Master’s,South,458.1161463972615,12287.572830824536,39.456633631599466,16.017892032378008,44,No,Family Plan,1,4,Voice Plan,Evening,122,8,Debit Card,Late by <5 Days,56.79365868933745,823,1,Moderate,8,High,Mid-Value
CUST_00136,22,Male,Student,<$50K,5,Married,Bachelor’s,West,343.39270280697383,14350.163911306348,11.061278403948252,28.908622697238226,33,No,Postpaid,4,3,Voice-Data Plan,Morning,133,6,Credit Card,Late by >5 Days,170.7630377106819,931,0,Low,8,Medium,Low-Value
CUST_00137,43,Non-Binary,Professional,>$100K,1,Divorced,Master’s,West,508.15114318958257,2264.024556006249,125.6649469157085,3.555601122004405,12,No,Prepaid,3,7,Data-Only Plan,Evening,106,5,UPI,Late by <5 Days,482.311427808509,693,5,Moderate,3,Low,Mid-Value
CUST_00138,31,Non-Binary,Professional,$50K–$100K,4,Married,Bachelor’s,North,162.56774082998055,5385.098424604104,58.17801658527149,42.261028508905945,49,Yes,Prepaid,2,5,Voice Plan,Afternoon,304,5,UPI,Late by >5 Days,254.611269163539,658,3,High,9,Medium,Mid-Value
CUST_00139,56,Female,Retired,$50K–$100K,3,Single,Bachelor’s,West,963.4376720339304,18397.772412971342,56.66944758604513,20.50309913607116,3,No,Postpaid,1,2,Data-Only Plan,Morning,328,0,Debit Card,On Time,313.7780119353232,938,9,Moderate,4,Medium,High-Value
CUST_00140,44,Female,Professional,<$50K,4,Single,Master’s,West,728.6902254452683,12709.97535242503,67.06766055331526,44.939466941923385,43,Yes,Corporate Plan,3,2,Data-Only Plan,Night,49,4,Credit Card,Late by >5 Days,178.1932392615141,779,6,High,8,Medium,High-Value
CUST_00141,26,Male,Unemployed,<$50K,1,Divorced,High School,South,954.8437608534545,5679.4343574001,132.8964585677346,25.331780567604103,49,No,Corporate Plan,0,6,Voice-Data Plan,Evening,336,9,Net Banking,Late by >5 Days,161.74388082157304,10,5,High,1,Medium,Mid-Value
CUST_00142,32,Female,Professional,<$50K,4,Single,Master’s,South,265.3910132134651,14122.915651812124,174.2561424152146,12.549580777931851,26,No,Postpaid,4,8,Voice Plan,Evening,94,2,UPI,Late by >5 Days,11.57338595750418,581,4,Moderate,1,Medium,Low-Value
CUST_00143,32,Female,Professional,$50K–$100K,4,Divorced,High School,North,885.3739691677016,12338.751979272103,152.05829957857205,31.27732985464012,35,No,Postpaid,0,1,Voice-Data Plan,Morning,267,6,Credit Card,Late by >5 Days,250.1668278380112,255,9,High,4,High,High-Value
CUST_00144,43,Male,Student,<$50K,1,Single,Bachelor’s,West,818.3504853353616,10529.93829844102,145.7783168147939,8.699769018608947,8,No,Family Plan,1,6,Voice Plan,Morning,22,9,Credit Card,Late by >5 Days,241.80450337583315,395,1,High,0,High,High-Value
CUST_00145,59,Female,Student,<$50K,5,Married,Bachelor’s,North,693.29479183479,19547.55252477359,97.393845934569,26.99181043250669,36,No,Prepaid,1,2,Data-Only Plan,Night,53,2,Credit Card,Late by <5 Days,78.91536309056151,730,4,High,7,Low,High-Value
CUST_00146,30,Female,Professional,<$50K,4,Married,High School,West,643.7777267809455,13985.62177074267,139.06730583651495,19.721023167808703,7,No,Family Plan,0,2,Voice Plan,Night,253,4,Debit Card,Late by >5 Days,382.16200010335183,808,8,High,4,Low,High-Value
CUST_00147,49,Female,Retired,<$50K,4,Married,Bachelor’s,East,350.7221820044765,8133.38108369034,110.99971123868303,54.80561546777836,46,No,Postpaid,1,7,Voice Plan,Afternoon,234,6,Net Banking,Late by >5 Days,246.33716515550148,408,8,Low,9,Medium,Low-Value
CUST_00148,56,Female,Student,$50K–$100K,5,Married,High School,East,825.5902457167792,16201.395209460492,44.03385510911925,4.594794581522477,46,No,Family Plan,3,10,Data-Only Plan,Night,58,2,Debit Card,On Time,169.49698508078666,361,1,Moderate,1,Low,High-Value
CUST_00149,49,Female,Retired,<$50K,4,Divorced,High School,North,526.4396884057471,17807.08256550257,42.50908518046909,41.94702743223878,36,No,Postpaid,1,1,Data-Only Plan,Evening,163,9,UPI,Late by >5 Days,73.45445451146348,258,6,Low,8,Low,High-Value
CUST_00150,21,Male,Professional,$50K–$100K,4,Single,Bachelor’s,North,117.3469970967211,3379.190630819797,59.98200936818141,11.782318793258716,16,No,Family Plan,4,6,Voice Plan,Afternoon,258,1,Debit Card,On Time,276.0804134855062,2,9,High,1,Medium,Mid-Value
CUST_00151,47,Female,Professional,<$50K,4,Divorced,PhD,North,347.2200028123735,4810.506579060064,182.24973152299285,19.82365938560215,24,No,Family Plan,3,7,Voice-Data Plan,Afternoon,313,5,Credit Card,Late by <5 Days,376.40851304440486,83,3,Moderate,6,High,Mid-Value
CUST_00152,54,Female,Unemployed,<$50K,2,Married,High School,South,938.5322436180612,5108.313173427814,109.93555323556544,25.51532972066189,1,No,Corporate Plan,2,8,Voice Plan,Afternoon,215,7,Debit Card,Late by <5 Days,140.99967634248583,155,2,High,7,High,Mid-Value
CUST_00153,40,Male,Student,<$50K,5,Divorced,Master’s,South,858.146247574604,14133.024378344267,147.04717002337202,54.57289027312348,49,No,Postpaid,1,7,Data-Only Plan,Morning,182,3,Credit Card,Late by >5 Days,109.39717578836128,662,0,Moderate,5,Low,High-Value
CUST_00154,56,Male,Professional,<$50K,4,Single,Master’s,South,982.8104131727122,12457.751546012383,69.96519320349297,15.312117698355683,25,No,Family Plan,1,6,Voice-Data Plan,Night,56,8,Net Banking,Late by <5 Days,260.9674820322885,175,2,Low,6,High,High-Value
CUST_00155,62,Male,Unemployed,<$50K,5,Divorced,Bachelor’s,North,646.5937134738932,12760.839729273175,82.13543836237983,6.387219350135543,10,Yes,Prepaid,4,9,Data-Only Plan,Afternoon,144,7,Debit Card,Late by >5 Days,77.67165125500847,706,8,Moderate,0,High,High-Value
CUST_00156,32,Female,Student,<$50K,3,Single,PhD,West,285.1345694833914,18874.69269410052,25.987550148813025,19.80268663544089,16,Yes,Family Plan,4,3,Data-Only Plan,Morning,89,6,Debit Card,Late by <5 Days,333.3066932971425,937,8,High,3,Low,Low-Value
CUST_00157,60,Non-Binary,Professional,$50K–$100K,3,Divorced,Bachelor’s,East,204.67429719302055,15742.319123338812,35.0876966065124,7.175882261596468,16,Yes,Family Plan,0,6,Voice-Data Plan,Morning,310,6,Debit Card,Late by >5 Days,302.6718139721152,471,6,Moderate,6,Medium,Low-Value
CUST_00158,46,Male,Professional,<$50K,4,Single,PhD,North,227.56871857803856,3430.80156572388,165.64395441040296,8.587192671672598,8,No,Prepaid,0,4,Data-Only Plan,Afternoon,44,2,Credit Card,Late by >5 Days,43.54102479571432,618,2,Moderate,0,Low,Mid-Value
CUST_00159,53,Female,Student,$50K–$100K,5,Single,High School,South,68.80587542989167,7602.634566078439,117.38288770608752,34.85718528052657,29,No,Postpaid,0,2,Data-Only Plan,Afternoon,256,5,Credit Card,On Time,18.260189690686936,423,2,Low,0,Low,Low-Value
CUST_00160,30,Male,Student,$50K–$100K,5,Married,High School,South,421.1480054366422,9272.479277338976,68.16896071087996,4.593214052870106,39,No,Corporate Plan,4,1,Data-Only Plan,Evening,20,4,Debit Card,On Time,310.14432629429245,133,3,High,5,Low,Mid-Value
CUST_00161,49,Non-Binary,Student,$50K–$100K,5,Single,High School,North,231.85629647456537,8523.270186204492,160.76739059011365,2.824922002220396,28,No,Corporate Plan,0,1,Data-Only Plan,Afternoon,20,0,Debit Card,On Time,147.1468869943704,787,6,Moderate,3,Medium,Mid-Value
CUST_00162,24,Female,Professional,<$50K,2,Married,High School,North,441.0726874338673,13716.863574075704,50.05746122195861,43.15043198675937,6,No,Corporate Plan,0,10,Data-Only Plan,Evening,51,2,Net Banking,On Time,43.22287658669927,906,6,Low,2,Medium,Low-Value
CUST_00163,39,Female,Professional,<$50K,3,Married,Master’s,South,938.2447102468273,17945.96896187469,195.23050702144056,22.337178595621623,16,No,Prepaid,2,3,Data-Only Plan,Afternoon,337,0,Net Banking,Late by >5 Days,379.71435247824326,863,1,Moderate,4,Medium,High-Value
CUST_00164,45,Male,Unemployed,<$50K,5,Married,Master’s,West,459.0131990318305,6814.977806932972,69.61870394148778,8.397145604798524,20,No,Family Plan,0,4,Data-Only Plan,Afternoon,170,3,UPI,Late by <5 Days,157.02200150882206,379,4,High,8,Medium,Mid-Value
CUST_00165,19,Male,Retired,<$50K,5,Divorced,Bachelor’s,South,884.0852721355931,11485.665592002528,68.12487987609428,15.963153480722786,16,No,Postpaid,1,2,Data-Only Plan,Night,66,9,Net Banking,Late by >5 Days,229.7997748191118,666,6,Moderate,9,Low,High-Value
CUST_00166,59,Male,Student,>$100K,2,Divorced,PhD,South,625.2295282850827,15998.779016358129,63.07046920180434,38.883103933791546,7,No,Family Plan,4,1,Data-Only Plan,Afternoon,112,2,Net Banking,On Time,118.40646372688462,276,6,Moderate,9,High,High-Value
CUST_00167,62,Male,Professional,<$50K,2,Divorced,High School,North,284.7749769283223,8908.143118061638,25.300191668933294,17.25665746131022,41,No,Corporate Plan,3,4,Voice Plan,Afternoon,299,3,Net Banking,On Time,313.65853917898227,235,5,Moderate,9,Low,Low-Value
CUST_00168,23,Female,Professional,<$50K,5,Divorced,High School,West,388.0620212962508,4194.244439586621,23.11629231907047,30.176746382104067,14,No,Family Plan,2,7,Voice Plan,Evening,159,8,Credit Card,Late by <5 Days,150.74420767717973,751,9,Moderate,2,Medium,Mid-Value
CUST_00169,45,Female,Student,$50K–$100K,1,Single,PhD,South,129.72355903035793,10024.068340011218,129.97290187229055,8.180023096873665,43,No,Prepaid,4,10,Data-Only Plan,Evening,265,2,Net Banking,On Time,484.0104806138142,881,9,High,4,High,Low-Value
CUST_00170,45,Non-Binary,Retired,$50K–$100K,5,Single,PhD,South,366.78946391621,2049.227894117541,175.14849086705135,35.697524618721374,26,No,Prepaid,4,6,Voice Plan,Night,319,5,Net Banking,Late by >5 Days,351.4737743084533,12,7,Low,9,Low,Mid-Value
CUST_00171,61,Non-Binary,Student,$50K–$100K,5,Divorced,Bachelor’s,East,693.6638982283573,18905.28562604326,158.31358154406303,19.64858334675258,26,No,Postpaid,1,6,Voice-Data Plan,Afternoon,231,5,Debit Card,Late by >5 Days,68.3611381867329,341,2,Low,4,High,High-Value
CUST_00172,61,Female,Retired,<$50K,2,Single,PhD,North,118.50553828296344,2421.6028987044874,29.08041121024887,37.99113763719428,14,Yes,Postpaid,0,9,Voice Plan,Afternoon,324,6,Credit Card,Late by >5 Days,208.3474198367334,34,0,Moderate,8,Medium,Low-Value
CUST_00173,37,Female,Professional,<$50K,2,Single,High School,East,245.13133805412787,9330.677589760986,109.57084223662122,48.69529805593735,7,No,Corporate Plan,1,2,Data-Only Plan,Evening,67,8,UPI,Late by >5 Days,192.7105498649393,558,2,High,9,High,Mid-Value
CUST_00174,47,Female,Retired,$50K–$100K,5,Married,High School,East,412.3689893426459,11067.743960681995,22.01271764935136,37.08713874400955,33,No,Postpaid,0,4,Data-Only Plan,Morning,27,6,UPI,Late by >5 Days,267.1235553601916,213,1,High,3,High,Low-Value
CUST_00175,28,Female,Unemployed,<$50K,5,Married,High School,South,982.9470601651644,19720.772813458425,10.013634079002411,18.449106193106218,26,No,Family Plan,0,5,Voice Plan,Morning,115,0,Net Banking,Late by <5 Days,420.96533723962665,411,1,High,0,Medium,High-Value
CUST_00176,45,Male,Professional,<$50K,5,Married,High School,North,795.6187318109362,4154.414649214355,131.6207860175687,16.088878391349724,45,No,Prepaid,4,1,Data-Only Plan,Morning,50,7,UPI,Late by >5 Days,291.71100759150085,404,1,High,9,High,Mid-Value
CUST_00177,42,Male,Unemployed,<$50K,2,Married,High School,West,746.8124091674987,3174.1988536348126,107.49531440238972,20.31783656527343,20,No,Prepaid,0,8,Voice-Data Plan,Evening,180,4,UPI,On Time,30.77833879999964,493,4,High,4,Low,Mid-Value
CUST_00178,56,Male,Student,<$50K,5,Single,Bachelor’s,South,160.38140869917368,1165.416794188328,17.3227133570827,10.712610280953786,3,No,Prepaid,2,8,Voice-Data Plan,Evening,259,8,UPI,On Time,327.70784840142755,657,0,High,0,High,Mid-Value
CUST_00179,50,Female,Student,<$50K,5,Divorced,High School,West,791.9460989342418,3955.857300516744,7.9529100347917,11.689139200151184,4,No,Postpaid,2,6,Data-Only Plan,Morning,78,9,Net Banking,On Time,4.132648972929198,158,9,Moderate,5,Low,Mid-Value
CUST_00180,18,Female,Student,<$50K,4,Single,Bachelor’s,West,796.0053709402143,4938.186602285685,197.9615262684576,47.650775012109904,26,No,Prepaid,2,5,Voice-Data Plan,Morning,272,4,UPI,On Time,389.9802302701965,955,3,Low,9,High,Mid-Value
CUST_00181,44,Male,Retired,$50K–$100K,1,Single,High School,North,621.0475608431119,12981.037890078756,6.974245097665303,23.69922201393925,11,Yes,Prepaid,4,8,Voice-Data Plan,Afternoon,107,4,Net Banking,Late by <5 Days,333.318036205621,636,9,Low,9,High,Low-Value
CUST_00182,30,Female,Professional,$50K–$100K,3,Single,Master’s,East,990.8436928984532,5174.429017436608,89.46112235698176,26.723715653664563,2,Yes,Prepaid,1,3,Voice Plan,Evening,73,1,Debit Card,On Time,154.392829176293,109,4,Moderate,6,Medium,Mid-Value
CUST_00183,58,Female,Student,$50K–$100K,1,Married,Master’s,North,358.9912106283243,1389.895479857179,101.41918589693142,36.048918468441855,14,Yes,Corporate Plan,3,3,Voice-Data Plan,Evening,174,2,Debit Card,Late by <5 Days,146.22090229475788,548,1,Low,0,Medium,Mid-Value
CUST_00184,20,Male,Student,<$50K,4,Married,Master’s,West,944.208825829759,16705.748564547284,24.338749412288564,35.78955621394131,44,Yes,Corporate Plan,0,2,Voice Plan,Morning,183,9,UPI,On Time,399.1364982731528,788,4,High,9,Low,High-Value
CUST_00185,56,Male,Professional,<$50K,3,Married,Master’s,South,918.9945592086784,7946.318319075369,34.643293909503534,4.975235419793618,30,No,Postpaid,3,5,Data-Only Plan,Morning,22,8,Debit Card,Late by <5 Days,391.66834596231024,525,9,High,3,Medium,High-Value
CUST_00186,23,Female,Student,<$50K,5,Divorced,Bachelor’s,West,60.90662676190895,7720.237045033945,71.00919627566014,50.06090639392227,49,Yes,Prepaid,1,3,Voice Plan,Night,273,6,Net Banking,Late by <5 Days,176.15117718837996,984,3,Low,8,Medium,Mid-Value
CUST_00187,25,Female,Unemployed,$50K–$100K,4,Single,Bachelor’s,South,477.6107001510705,6747.1015541906045,152.57349936651886,11.462266640212428,12,No,Postpaid,1,3,Data-Only Plan,Evening,128,0,Debit Card,Late by <5 Days,149.47386403989017,346,7,High,0,Medium,Mid-Value
CUST_00188,44,Female,Professional,$50K–$100K,5,Divorced,PhD,South,978.2490213989948,19532.092265782,101.90940238799308,43.66122652693046,26,Yes,Prepaid,4,6,Data-Only Plan,Night,290,2,UPI,On Time,279.912394441395,743,0,High,8,Medium,High-Value
CUST_00189,26,Female,Professional,<$50K,2,Married,High School,North,147.965294287672,4232.192928876348,127.94247303603936,46.58758829956183,44,No,Prepaid,2,8,Data-Only Plan,Afternoon,319,1,Net Banking,Late by <5 Days,4.18282999207209,827,4,Low,7,Medium,Mid-Value
CUST_00190,54,Female,Professional,>$100K,4,Divorced,Master’s,West,570.3954596641535,18066.52321511147,197.04973646304427,43.17907251138751,33,Yes,Prepaid,2,2,Data-Only Plan,Night,185,0,Credit Card,Late by >5 Days,41.33351899327115,635,9,Moderate,4,Low,High-Value
CUST_00191,50,Female,Unemployed,<$50K,2,Single,Bachelor’s,East,980.0096316890488,15759.26331065787,153.8330816273287,35.15968114669457,13,No,Postpaid,1,4,Data-Only Plan,Morning,58,8,Net Banking,Late by >5 Days,63.08479507436837,278,0,Low,5,Low,High-Value
CUST_00192,59,Female,Professional,$50K–$100K,4,Single,High School,West,577.7206529005672,2453.1191544869484,87.43793813010232,1.8619308294240888,14,Yes,Postpaid,4,7,Voice Plan,Evening,0,7,Debit Card,On Time,92.7059089135871,478,9,Low,6,Medium,Mid-Value
CUST_00193,61,Female,Unemployed,$50K–$100K,4,Married,High School,West,230.32453782354816,19747.852928516124,89.8419424375132,22.26215404942707,24,No,Prepaid,4,1,Data-Only Plan,Evening,130,4,Credit Card,Late by >5 Days,256.0090633377345,110,9,Low,3,Medium,Low-Value
CUST_00194,41,Male,Professional,$50K–$100K,2,Married,Bachelor’s,East,603.0740685879603,6155.9533072412005,124.13564333116,36.685526332392286,34,No,Family Plan,0,1,Voice-Data Plan,Night,66,1,Net Banking,Late by >5 Days,496.120957430561,635,3,Low,5,Low,Mid-Value
CUST_00195,32,Male,Retired,$50K–$100K,3,Divorced,Master’s,North,244.2185452520695,2873.0756134258345,133.40767647536197,23.859626459429784,44,Yes,Postpaid,2,10,Voice-Data Plan,Night,292,0,Credit Card,Late by >5 Days,326.30670087367673,924,7,Moderate,6,High,Mid-Value
